24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,
24.5857,24.4031,24.4692,24.4093,24.6556,24.5086,24.2628,24.7269,24.4483,24.553,24.494,24.5633,24.6327,24.6862,24.2955,24.2522,24.7246,24.5954,24.6838,24.7308,24.4469,24.9754,24.726,24.7807,24.319,24.0923,24.463,24.7113,24.4307,24.6463,24.1611,24.3083,24.5783,24.572,24.2559,24.8285,24.4102,24.4612,24.978,24.2635,24.5414,24.5944,24.5172,24.6154,24.3341,24.5678,24.2162,24.4774,24.2519,24.4378,24.6753,24.3181,24.4467,24.522,24.4182,24.2771,24.3469,24.5362,24.5964,24.4291,24.074,24.5725,24.6407,24.9227,24.5607,24.6844,24.4655,24.6232,24.9317,24.363,24.6709,24.2931,24.5555,24.5045,24.3497,24.7868,24.3086,24.4766,24.3398,24.3339,24.5141,24.103,24.5115,24.1354,24.7615,24.4931,24.4547,24.6783,24.5513,24.2331,24.6163,24.249,24.4088,24.3634,24.4779,24.4823,24.5925,24.6253,24.6505,24.6008,
24.6889,24.8015,24.3861,24.6826,24.3674,24.4544,24.1129,25.02,24.2919,24.6467,24.4687,24.5816,24.7167,24.6976,24.4554,24.2422,24.8671,24.6547,24.7088,24.8874,24.245,25.024,24.6816,24.7683,24.3979,24.3639,24.4405,25.2183,24.4412,24.7507,24.0466,24.2654,24.6634,24.6567,24.1127,24.839,24.5792,24.3585,24.9079,24.2719,24.5717,24.3823,24.5322,24.7638,24.6361,24.8734,24.4227,24.4395,23.9303,24.4295,24.5945,24.225,24.2739,24.5674,24.4278,24.3766,24.2615,24.3244,24.4092,24.561,24.0709,24.8481,24.5359,25.3041,24.5502,24.9067,24.2521,24.7789,25.0758,24.4641,24.8385,24.0954,24.6672,24.5233,24.6414,24.706,24.4633,24.5817,24.1651,24.1574,24.6058,23.8763,24.5691,24.3289,24.6683,24.4065,24.2455,24.6872,24.4963,24.1917,24.7222,24.1306,24.1923,24.4627,24.3796,24.3623,24.8355,24.7153,24.5181,24.3866,
24.7582,24.6219,24.4857,25.1814,24.3659,24.5504,24.3106,24.844,24.1497,24.5052,24.7414,24.3233,24.7234,24.694,24.3611,24.449,25.001,24.4052,24.6131,24.8065,24.11,25.075,25.1112,24.9599,24.227,24.3027,24.4394,25.2099,24.3016,24.5839,23.9595,24.3509,24.7291,24.6537,23.9944,25.0699,24.6685,24.2446,24.9563,24.4463,24.1925,24.3978,24.523,24.4083,24.5855,24.8466,24.5661,24.476,23.907,24.3917,24.3691,24.5261,24.5077,24.305,24.5248,24.2744,24.3859,24.401,24.5686,24.6251,24.2395,24.6987,24.2803,25.662,24.7596,24.6483,24.4418,25.0552,24.9123,23.9647,25.0009,24.1791,24.8749,24.45,24.9014,25.0167,24.372,24.7613,24.3891,24.2876,24.5906,23.7653,24.4934,24.1234,24.6035,24.4874,24.214,24.7181,24.4323,24.5559,24.7868,24.1649,24.1298,24.6838,24.2586,24.0703,24.9401,24.8494,24.6235,24.5327,
24.5161,24.699,24.4466,24.5413,24.649,24.6556,24.0862,24.7539,24.2355,24.3124,24.8582,24.1499,25.032,24.9795,24.4551,24.2929,25.0579,24.297,24.6715,24.8066,24.0116,25.1341,24.9337,24.9486,24.038,24.4251,23.9403,25.2247,24.4054,24.7086,23.8952,24.2466,25.0864,24.7225,23.9135,24.9995,24.6192,24.1955,24.9242,24.3773,24.1231,24.3638,24.4455,24.2458,24.7454,25.0286,24.4795,24.5476,23.6169,24.5236,24.0471,24.3734,24.1922,24.4568,24.392,24.8475,24.5252,24.6113,24.829,24.5773,23.8821,24.4266,24.0545,25.2769,24.6362,25.0426,24.4639,25.0187,24.6167,23.8328,24.9021,24.2719,24.9964,24.6505,24.6424,25.0781,24.2769,24.7477,24.4733,24.4601,24.5097,23.7307,24.6414,24.1255,24.5998,24.4892,24.6344,24.4624,24.3836,24.343,24.9737,23.6333,24.3157,24.8206,24.2239,23.9175,24.8769,24.834,24.6676,24.2044,
24.5295,24.7139,24.5286,24.6551,24.6761,24.992,24.173,24.804,24.4397,24.2424,24.7246,24.297,25.1239,25.2082,24.0211,24.3699,24.8059,24.133,24.5421,24.9044,23.8886,25.1677,25.129,24.9966,23.8983,24.5081,24.4601,25.4721,24.2918,24.6545,23.7382,24.2671,24.9212,24.752,23.8121,24.8542,24.6625,23.9613,24.6979,24.137,24.4059,24.1166,24.5402,23.9808,24.5443,25.0909,24.5049,24.8463,23.687,24.3014,23.7745,24.0985,24.0727,24.4173,24.3387,25.159,24.766,24.7514,24.4578,24.5728,23.8812,24.3906,24.3448,25.2956,24.7489,25.3006,24.5847,25.0778,24.836,23.5276,24.578,23.9773,24.7146,24.9087,25.0272,25.4528,24.2212,24.8392,24.4028,24.3643,24.4583,23.4459,24.2842,23.9869,24.5655,24.1049,24.5127,24.2307,24.4524,24.3806,24.8566,23.7574,24.3221,24.8163,24.3661,23.6776,24.8398,24.8072,24.5087,24.3632,
24.2001,24.3669,24.7111,24.461,24.732,24.8276,24.1128,24.5048,24.2537,24.1224,24.8868,24.2951,25.2853,25.0954,24.0579,24.7222,24.8195,24.0348,24.4481,24.7223,24.2358,25.02,25.3796,25.1316,23.7354,24.3477,24.3552,25.3689,24.6322,24.9572,24.0036,24.4212,25.1449,24.5248,24.0317,24.8492,24.529,23.9393,24.6751,24.2074,24.2011,24.2301,24.3703,23.6806,24.2064,25.0469,24.6069,24.287,23.5828,24.3541,23.7977,23.9052,23.6371,24.6153,24.6212,25.1715,24.8078,24.7579,24.6521,24.3291,24.029,24.2392,24.4337,25.3931,24.8888,25.5551,24.7455,25.0487,24.5138,23.255,24.7,23.9078,25.0361,24.7916,25.0299,25.4641,23.9269,24.7743,24.5363,24.5536,24.4385,23.3942,24.1226,23.676,24.7544,23.8402,24.5365,23.9819,24.4248,24.4148,24.7434,24.1022,24.2998,24.9073,24.6058,23.6045,24.7091,24.7934,24.5982,24.4014,
24.2854,24.2984,24.7098,24.612,24.8663,24.7873,24.1145,24.5301,24.2313,24.1184,25.1849,24.3571,25.4227,24.97,23.6766,24.4839,24.8519,24.049,24.904,24.631,24.1365,25.0016,25.4661,25.2032,23.7613,24.4406,24.2833,25.5238,24.1615,24.8211,23.8575,24.4173,25.1817,24.4324,24.2477,24.8254,24.7562,23.9835,24.5818,24.2952,24.2122,24.1041,24.4623,23.3831,24.0304,25.2023,24.3769,24.5587,23.825,24.2749,23.6563,23.9163,23.4677,24.8378,24.634,25.3381,24.8691,24.9077,24.9902,24.5264,24.2887,23.9174,24.4522,25.62,24.9862,25.4979,24.381,25.1686,24.4066,23.4895,24.7238,24.0542,24.9313,24.6817,25.1843,25.4365,24.2711,24.8336,24.4958,24.416,24.3986,23.5466,24.1853,23.5098,24.7757,23.9373,24.5378,24.0799,24.5055,24.5249,24.9713,23.9123,24.5049,25.0339,24.8386,23.4217,24.5795,24.7352,24.9435,24.5344,
24.0445,24.0159,24.7928,24.4827,24.576,24.6519,24.0127,24.4766,24.3865,24.19,24.9077,24.3889,25.1606,25.0709,23.8766,24.5304,24.6118,23.8614,25.3115,24.9649,24.1481,24.9711,25.3623,25.6653,23.6293,24.4215,24.2828,25.0597,24.248,24.8925,23.8545,24.2784,25.3881,24.6793,24.6145,24.904,24.8164,23.8232,24.7261,24.1752,24.0611,24.0749,24.7336,23.4041,23.7518,25.371,24.6184,24.455,23.5433,24.1587,23.733,24.0063,23.3188,24.834,24.4833,25.3978,24.5583,24.629,24.834,24.5239,24.2415,24.2195,24.6371,25.8056,25.1503,25.488,24.4002,25.2111,24.1973,23.4476,24.8722,24.2127,24.9352,25.2298,25.2752,25.5472,24.3354,24.9383,24.4856,24.2158,24.4237,23.2778,24.2086,23.4046,24.7782,23.5581,24.5981,23.9462,24.6627,24.2617,25.3227,23.8869,24.4745,24.9809,24.5473,23.4841,24.073,24.6602,24.639,24.4732,
23.8511,23.8667,24.5268,24.5792,24.3649,24.5542,23.7846,24.5732,24.3339,23.9225,25.0835,24.565,24.8991,24.5076,23.7691,24.3551,24.7542,23.7816,25.1679,25.2418,24.1964,25.0832,25.421,25.5716,23.7076,24.3327,24.3411,24.7736,23.8152,24.8183,23.8275,23.8885,25.4488,24.7253,24.6667,24.8548,24.8049,23.8195,25.4383,24.5688,23.6816,24.2345,24.9518,23.3566,23.4994,25.4693,24.3095,24.2177,23.1599,24.014,23.1583,23.8031,23.3102,24.9117,24.6188,25.2531,24.7147,24.8192,24.7808,24.65,24.4666,24.3705,24.6873,25.654,24.9988,25.4508,24.2184,25.1867,24.3756,23.4355,24.6908,23.9313,24.9104,25.1558,25.4513,25.5048,24.4673,24.7921,24.2004,24.3068,24.3253,23.4526,24.1806,23.4469,24.8158,23.4036,24.7186,23.9053,24.5862,24.6607,25.1237,23.8114,24.1275,24.8072,24.6333,23.6467,24.7988,24.8317,24.4264,24.318,
24.0813,23.6731,24.6155,24.7329,24.5283,24.1744,23.901,24.3613,24.271,23.9035,25.2972,24.8068,24.6067,24.6862,23.7501,24.4368,24.7824,23.5117,25.0736,25.3292,24.1497,25.0648,25.564,25.299,23.7115,24.4842,24.4732,24.4763,23.7965,24.7594,24.0542,24.1103,25.2072,24.7913,24.6289,24.7746,24.5011,23.9957,25.2947,24.6066,23.8778,24.2471,24.8389,23.3873,23.4227,25.2477,24.3333,24.106,22.9667,24.1532,23.1611,23.8076,23.32,25.2087,24.6555,25.5167,24.6855,24.7509,24.8819,24.4309,24.7181,24.2484,24.4117,25.4515,24.618,25.4626,24.2973,25.6652,24.6065,23.3265,24.7445,23.8088,25.1481,24.9916,25.4025,25.2296,24.3856,25.0561,24.2736,24.471,24.012,23.2056,24.2111,23.3479,24.9428,23.3584,24.7693,23.9937,24.4011,24.7672,25.2614,23.8557,24.2644,24.7122,24.6792,23.6585,24.7256,24.5478,24.3998,24.1509,
24.1076,23.6621,24.6892,24.8763,24.5959,24.0309,23.7082,24.3915,24.2497,23.9075,25.4104,24.8407,24.3825,24.7809,23.7537,23.8103,24.6991,23.8929,24.8201,25.2826,24.2688,25.0733,25.2399,25.3493,23.6043,24.4221,24.6068,24.77,23.7882,24.452,24.2056,24.2775,25.2426,24.5153,24.5778,24.789,24.6299,23.8278,25.1743,24.3736,23.8723,24.0221,24.9436,23.5422,23.4598,25.0894,24.2652,23.9999,22.9217,23.8567,23.0413,23.627,23.3581,25.5567,24.9558,25.4943,24.7524,24.8206,24.8367,24.4258,24.6964,24.5348,24.3053,25.3447,24.381,25.1611,24.1632,25.046,24.4458,23.3553,24.6137,23.9651,25.0293,24.7375,25.2302,24.9703,24.4723,25.0218,24.0214,24.6499,23.9803,23.3865,24.1026,23.0724,24.6434,23.5371,24.6226,24.0398,24.39,24.651,25.0239,23.9379,24.315,24.9137,24.403,23.9688,24.2818,24.9467,24.7477,24.0282,
