0,0,0
0.01,0,0
0.02,0,0
0.03,0,0
0.04,0,0
0.05,0,0
0.06,0,0
0.07,0,0
0.08,0,0
0.09,0,0
0.1,0,0
0.11,0,0
0.12,0,0
0.13,0,0
0.14,0,0
0.15,0,0
0.16,0,0
0.17,0,0
0.18,0,0
0.19,0,0
0.2,0,0
0.21,0,0
0.22,0,0
0.23,0,0
0.24,0,0
0.25,0,0
0.26,0,0
0.27,0,0
0.28,0,0
0.29,0,0
0.3,0,0
0.31,0,0
0.32,0,0
0.33,0,0
0.34,0,0
0.35,0,0
0.36,0,0
0.37,0,0
0.38,0,0
0.39,0,0
0.4,0,0
0.41,0,0
0.42,0,0
0.43,0,0
0.44,0,0
0.45,0,0
0.46,0,0
0.47,0,0
0.48,0,0
0.49,0,0
0.5,0,0
0.51,0,0
0.52,0,0
0.53,0,0
0.54,0,0
0.55,0,0
0.56,0,0
0.57,0,0
0.58,0,0
0.59,0,0
0.6,0,0
0.61,0,0
0.62,0,0
0.63,0,0
0.64,0,0
0.65,0,0
0.66,0,0
0.67,0,0
0.68,0,0
0.69,0,0
0.7,0,0
0.71,0,0
0.72,0,0
0.73,0,0
0.74,0,0
0.75,0,0
0.76,0,0
0.77,0,0
0.78,0,0
0.79,0,0
0.8,0,0
0.81,0,0
0.82,0,0
0.83,0,0
0.84,0,0
0.85,0,0
0.86,0,0
0.87,0,0
0.88,0,0
0.89,0,0
0.9,0,0
0.91,0,0
0.92,0,0
0.93,0,0
0.94,0,0
0.95,0,0
0.96,0,0
0.97,0,0
0.98,0,0
0.99,0,0
1,0,0
1.01,0,0
1.02,0,0
1.03,0,0
1.04,0,0
1.05,0,0
1.06,0,0
1.07,0,0
1.08,0,0
1.09,0,0
1.1,0,0
1.11,0,0
1.12,0,0
1.13,0,0
1.14,0,0
1.15,0,0
1.16,0,0
1.17,0,0
1.18,0,0
1.19,0,0
1.2,0,0
1.21,0,0
1.22,0,0
1.23,0,0
1.24,0,0
1.25,0,0
1.26,0,0
1.27,0,0
1.28,0,0
1.29,0,0
1.3,0,0
1.31,0,0
1.32,0,0
1.33,0,0
1.34,0,0
1.35,0,0
1.36,0,0
1.37,0,0
1.38,0,0
1.39,0,0
1.4,0,0
1.41,0,0
1.42,0,0
1.43,0,0
1.44,0,0
1.45,0,0
1.46,0,0
1.47,0,0
1.48,0,0
1.49,0,0
1.5,0,0
1.51,0,0
1.52,0,0
1.53,0,0
1.54,0,0
1.55,0,0
1.56,0,0
1.57,0,0
1.58,0,0
1.59,0,0
1.6,0,0
1.61,0,0
1.62,0,0
1.63,0,0
1.64,0,0
1.65,0,0
1.66,0,0
1.67,0,0
1.68,0,0
1.69,0,0
1.7,0,0
1.71,0,0
1.72,0,0
1.73,0,0
1.74,0,0
1.75,0,0
1.76,0,0
1.77,0,0
1.78,0,0
1.79,0,0
1.8,0,0
1.81,0,0
1.82,0,0
1.83,0,0
1.84,0,0
1.85,0,0
1.86,0,0
1.87,0,0
1.88,0,0
1.89,0,0
1.9,0,0
1.91,0,0
1.92,0,0
1.93,0,0
1.94,0,0
1.95,0,0
1.96,0,0
1.97,0,0
1.98,0,0
1.99,0,0
2,0,0
2.01,0,0
2.02,0,0
2.03,0,0
2.04,0,0
2.05,0,0
2.06,0,0
2.07,0,0
2.08,0,0
2.09,0,0
2.1,0,0
2.11,0,0
2.12,0,0
2.13,0,0
2.14,0,0
2.15,0,0
2.16,0,0
2.17,0,0
2.18,0,0
2.19,0,0
2.2,0,0
2.21,0,0
2.22,0,0
2.23,0,0
2.24,0,0
2.25,0,0
2.26,0,0
2.27,0,0
2.28,0,0
2.29,0,0
2.3,0,0
2.31,0,0
2.32,0,0
2.33,0,0
2.34,0,0
2.35,0,0
2.36,0,0
2.37,0,0
2.38,0,0
2.39,0,0
2.4,0,0
2.41,0,0
2.42,0,0
2.43,0,0
2.44,0,0
2.45,0,0
2.46,0,0
2.47,0,0
2.48,0,0
2.49,0,0
2.5,0,0
2.51,0,0
2.52,0,0
2.53,0,0
2.54,0,0
2.55,0,0
2.56,0,0
2.57,0,0
2.58,0,0
2.59,0,0
2.6,0,0
2.61,0,0
2.62,0,0
2.63,0,0
2.64,0,0
2.65,0,0
2.66,0,0
2.67,0,0
2.68,0,0
2.69,0,0
2.7,0,0
2.71,0,0
2.72,0,0
2.73,0,0
2.74,0,0
2.75,0,0
2.76,0,0
2.77,0,0
2.78,0,0
2.79,0,0
2.8,0,0
2.81,0,0
2.82,0,0
2.83,0,0
2.84,0,0
2.85,0,0
2.86,0,0
2.87,0,0
2.88,0,0
2.89,0,0
2.9,0,1.57795e-16
2.91,0,3.16678e-16
2.92,0,3.17766e-16
2.93,0,3.18854e-16
2.94,0,3.19942e-16
2.95,0,3.21031e-16
2.96,0,4.83178e-16
2.97,0,4.84811e-16
2.98,0,4.86443e-16
2.99,0,6.50767e-16
3,0,6.52943e-16
3.01,0,8.189e-16
3.02,0,8.21621e-16
3.03,0,9.89209e-16
3.04,0,1.15789e-15
3.05,0,1.1617e-15
3.06,0,1.332e-15
3.07,0,1.5034e-15
3.08,0,1.67589e-15
3.09,0,5.68381e-16
3.1,0,-3.69361e-16
3.11,0,-1.93066e-16
3.12,0,1.54082e-16
3.13,0,3.33098e-16
3.14,0,6.84055e-16
3.15,0,-2.43893e-16
3.16,0,2.83359e-16
3.17,0,6.4139e-16
3.18,0,-1.06454e-16
3.19,0,4.30047e-16
3.2,0,-3.11267e-16
3.21,0,4.06426e-16
3.22,0,-1.52608e-16
3.23,0,5.73791e-16
3.24,0,1.99758e-16
3.25,0,8.00363e-18
3.26,0,-3.54604e-16
3.27,0,9.25165e-16
3.28,0,9.31471e-16
3.29,0,1.12441e-15
3.3,0,4.49729e-17
3.31,0,6.15531e-16
3.32,0,1.19697e-15
3.33,0,6.89403e-16
3.34,0,3.75543e-16
3.35,0,2.57021e-16
3.36,0,5.18295e-16
3.37,0,9.79261e-16
3.38,0,1.64155e-15
3.39,0,1.41017e-15
3.4,0,1.56947e-15
3.41,0,1.93717e-15
3.42,0,1.60599e-15
3.43,0,1.67529e-15
3.44,0,2.14832e-15
3.45,0,1.935e-15
3.46,0,2.13303e-15
3.47,0,3.12329e-15
3.48,0,3.44189e-15
3.49,0,3.09372e-15
3.5,0,3.5552e-15
3.51,0,3.74276e-15
3.52,0,4.75412e-15
3.53,0,4.22572e-15
3.54,0,4.72788e-15
3.55,0,4.98769e-15
3.56,0,5.40071e-15
3.57,0,5.97837e-15
3.58,0,6.73211e-15
3.59,0,7.67335e-15
3.6,0,7.92419e-15
3.61,0,8.78041e-15
3.62,0,1.02567e-14
3.63,0,1.14817e-14
3.64,0,1.24734e-14
3.65,0,1.36469e-14
3.66,0,1.48243e-14
3.67,0,1.51435e-14
3.68,0,1.61087e-14
3.69,0,1.81459e-14
3.7,0,1.98005e-14
3.71,0,2.1906e-14
3.72,0,2.3214e-14
3.73,0,2.52412e-14
3.74,0,2.71478e-14
3.75,0,3.06605e-14
3.76,0,3.23861e-14
3.77,0,3.5341e-14
3.78,0,3.84972e-14
3.79,0,4.10351e-14
3.8,0,4.53217e-14
3.81,0,4.8648e-14
3.82,0,5.3601e-14
3.83,0,5.76871e-14
3.84,0,6.20194e-14
3.85,0,6.70938e-14
3.86,0,7.25493e-14
3.87,0,7.93146e-14
3.88,0,8.57651e-14
3.89,0,9.26353e-14
3.9,0,1.00022e-13
3.91,0,1.08678e-13
3.92,0,1.17439e-13
3.93,0,1.26437e-13
3.94,0,1.36668e-13
3.95,0,1.47219e-13
3.96,0,1.58475e-13
3.97,0,1.71899e-13
